#,uniqueID,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,EXP,MALE,FEMALE,Catch Rate,HEIGHT(dm),WEIGHT(hectogram) ,FRIENDSHIP,BASE EXP YEILD,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Total EVs,Egg Group 1,Egg Group 2,Cycles,Steps,Gen III,Gen IV,Gen V-VI,Gen VII
789,789,Cosmog,Psychic,,200,43,29,31,29,31,37,7,FALSE,SL,0,0,45,2,1,0,40,1,0,0,0,0,0,1,Undiscovered,—,120,—,—,—,—,30720
790,790,Cosmoem,Psychic,,400,43,29,131,29,131,37,7,FALSE,SL,0,0,45,1,9999,0,80,0,0,1,0,1,0,2,Undiscovered,—,120,—,—,—,—,30720
791,791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,FALSE,SL,0,0,45,34,2300,0,136,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,—,30720
792,792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,FALSE,SL,0,0,45,40,1200,0,136,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,—,30720
793,793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,FALSE,SL,0,0,45,12,555,0,114,0,0,0,0,3,0,3,Undiscovered,—,120,—,—,—,—,30720
794,794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,FALSE,SL,0,0,25,24,3336,0,114,0,1,2,0,0,0,3,Undiscovered,—,120,—,—,—,—,30720
795,795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,FALSE,SL,0,0,255,18,250,0,114,0,0,0,0,0,3,3,Undiscovered,—,120,—,—,—,—,30720
796,796,Xurkitree,Electric,,570,83,89,71,173,71,83,7,FALSE,SL,0,0,30,38,1000,0,114,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,—,30720
797,797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,FALSE,SL,0,0,25,92,9999,0,114,0,1,1,1,0,0,3,Undiscovered,—,120,—,—,—,—,30720
798,798,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,FALSE,SL,0,0,255,3,1,0,114,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,—,30720
799,799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,FALSE,SL,0,0,15,55,8880,0,114,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,—,30720
800,800,Necrozma,Psychic,,600,97,107,101,127,89,79,7,FALSE,SL,0,0,3,24,2300,0,120,0,1,0,2,0,0,3,Undiscovered,—,120,—,—,—,—,30720
801,801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,TRUE,SL,0,0,3,10,805,0,120,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,—,30720
802,802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,TRUE,SL,0,0,3,7,222,0,120,0,2,0,0,0,1,3,Undiscovered,—,120,—,—,—,—,30720
